web-scraper-order,web-scraper-start-url,date,swell_size,time,water_surface,fun-factor-0,fun-factor-1,fun-factor-2,fun-factor-3,fun-factor-4
"1610737820-4181","https://www.wblivesurf.com/reports/page/403/","01.12.2014","Swell Size: Thigh/Waist/Occ. Stomach High","10:50 AM / BY: sageisland","Water Surface: Clean/Offshore","ratingCell","ratingCell","ratingCell half","null","null"
"1610737665-3287","https://www.wblivesurf.com/reports/page/459/","06.18.2012","Swell Size: Thigh/Waist High","12:13 PM / BY: sageisland","Water Surface: Light Onshore Bump","ratingCell","null","null","null","null"
"1610738951-8845","https://www.wblivesurf.com/reports/page/111/","09.27.2019","Swell Size: Shin High","12:38 PM / BY: surfreports","Water Surface: Bumpy","null","null","null","null","null"
"1610739180-9742","https://www.wblivesurf.com/reports/page/55/","06.10.2020","Swell Size: Knee-Thigh High","1:19 PM / BY: surfreports","Water Surface: Choppy","ratingCell half","null","null","null","null"
"1610739184-9759","https://www.wblivesurf.com/reports/page/54/","06.14.2020","Swell Size: Knee-Thigh High","10:15 AM / BY: surfreports","Water Surface: Semi Clean","ratingCell","null","null","null","null"
"1610738049-5379","https://www.wblivesurf.com/reports/page/328/","05.20.2016","Swell Size: Knee-Thigh High/Maybe Bigger","4:11 PM / BY: sageisland","Water Surface: Choppy","ratingCell","null","null","null","null"
"1610737660-3253","https://www.wblivesurf.com/reports/page/461/","05.27.2012","Swell Size: Stomach/Chest/Occ. Bigger","6:19 AM / BY: sageisland","Water Surface: Choppy","ratingCell","null","null","null","null"
"1610738979-8967","https://www.wblivesurf.com/reports/page/104/","10.23.2019","Swell Size: Knee High","7:28 AM / BY: surfreports","Water Surface: Clean","ratingCell half","null","null","null","null"
"1610737359-1575","https://www.wblivesurf.com/reports/page/566/","07.13.2008","Swell Size: Waist-Chest/ Bigger Sets","1:22 PM / BY: sageisland","Water Surface: Choppy","ratingCell","ratingCell half","null","null","null"
"1610738458-7088","https://www.wblivesurf.com/reports/page/221/","06.30.2018","Swell Size: Knee High","12:47 PM / BY: surfreports","Water Surface: Clean","ratingCell half","null","null","null","null"
"1610737649-3183","https://www.wblivesurf.com/reports/page/465/","05.07.2012","Swell Size: Waist/Stomach/Occ. Chest","6:32 AM / BY: sageisland","Water Surface: Light Chop","ratingCell","ratingCell half","null","null","null"
"1610737475-2172","https://www.wblivesurf.com/reports/page/529/","03.02.2009","Swell Size: Thigh/Stomach High","7:07 AM / BY: sageisland","Water Surface: Pretty Clean","ratingCell","ratingCell half","null","null","null"
"1610737533-2506","https://www.wblivesurf.com/reports/page/508/","09.06.2009","Swell Size: Stomach/Chest/Bigger Sets","4:54 PM / BY: sageisland","Water Surface: Choppy/Drifty","ratingCell","null","null","null","null"
"1610737312-1295","https://www.wblivesurf.com/reports/page/583/","05.17.2008","Swell Size: Shin/","9:49 AM / BY: sageisland","Water Surface: Light Bump","ratingCell half","null","null","null","null"
"1610739248-9980","https://www.wblivesurf.com/reports/page/41/","08.01.2020","Swell Size: shoulder/head/+","4:28 PM / BY: surfreports","Water Surface: clean","ratingCell","ratingCell","ratingCell","null","null"
"1610738158-5925","https://www.wblivesurf.com/reports/page/294/","02.16.2017","Swell Size: Knee/Thigh/Occ. Waist","4:07 PM / BY: sageisland","Water Surface: Clean","ratingCell","ratingCell half","null","null","null"
"1610738068-5497","https://www.wblivesurf.com/reports/page/321/","07.05.2016","Swell Size: Knee-Thigh High","4:05 PM / BY: sageisland","Water Surface: Bumpy","ratingCell","null","null","null","null"
"1610737488-2249","https://www.wblivesurf.com/reports/page/524/","04.11.2009","Swell Size: Thigh/Waist/Occ. Bigger","7:12 AM / BY: sageisland","Water Surface: Light Bump/Semi-clean","ratingCell","null","null","null","null"
"1610738727-7982","https://www.wblivesurf.com/reports/page/165/","02.21.2019","Swell Size: thigh/hip/occ+","7:21 AM / BY: surfreports","Water Surface: clean","ratingCell","ratingCell half","null","null","null"
"1610739046-9150","https://www.wblivesurf.com/reports/page/92/","12.13.2019","Swell Size: Knee-Thigh High-Occ Bigger","3:24 PM / BY: surfreports","Water Surface: Light Bump","ratingCell","null","null","null","null"
"1610738237-6302","https://www.wblivesurf.com/reports/page/270/","12.15.2017","Swell Size: Ankle/Shin High","3:34 PM / BY: surfreports","Water Surface: Fairly Clean","null","null","null","null","null"
"1610737556-2649","https://www.wblivesurf.com/reports/page/499/","11.19.2009","Swell Size: Chest/Head High","1:04 PM / BY: sageisland","Water Surface: Light Bump/Chop","ratingCell","ratingCell half","null","null","null"
"1610738131-5760","https://www.wblivesurf.com/reports/page/304/","10.21.2016","Swell Size: Thigh/Waist","3:37 PM / BY: sageisland","Water Surface: Choppy","ratingCell","ratingCell half","null","null","null"
"1610737704-3512","https://www.wblivesurf.com/reports/page/445/","11.23.2012","Swell Size: Thigh/Waist/Occ. Bigger","9:18 AM / BY: sageisland","Water Surface: Clean","ratingCell","ratingCell half","null","null","null"
"1610738664-7814","https://www.wblivesurf.com/reports/page/176/","01.06.2019","Swell Size: Big Toe/Shin","7:28 AM / BY: surfreports","Water Surface: Clean","null","null","null","null","null"
"1610737840-4290","https://www.wblivesurf.com/reports/page/396/","08.25.2014","Swell Size: Waist/Chest/Occ. Shoulder","3:58 PM / BY: sageisland","Water Surface: Choppy/Drifty","ratingCell","ratingCell","ratingCell half","null","null"
"1610738528-7328","https://www.wblivesurf.com/reports/page/206/","08.29.2018","Swell Size: Knee-Maybe Thigh High","12:45 PM / BY: surfreports","Water Surface: Texturey","ratingCell","null","null","null","null"
"1610739116-9455","https://www.wblivesurf.com/reports/page/73/","02.28.2020","Swell Size: Flat/Shin High","10:05 AM / BY: surfreports","Water Surface: Light Bump","null","null","null","null","null"
"1610737685-3395","https://www.wblivesurf.com/reports/page/452/","09.18.2012","Swell Size: Waist/Occ. Chest/Rare Bigger","4:39 PM / BY: sageisland","Water Surface: Choppy/Drifty","ratingCell","null","null","null","null"
"1610739134-9538","https://www.wblivesurf.com/reports/page/68/","03.18.2020","Swell Size: Thigh-Waist High","4:21 PM / BY: surfreports","Water Surface: Light Bump","ratingCell","ratingCell","null","null","null"
"1610737280-1102","https://www.wblivesurf.com/reports/page/595/","04.02.2008","Swell Size: thigh-waist","12:48 PM / BY: sageisland","Water Surface: very choppy","ratingCell half","null","null","null","null"
"1610738660-7799","https://www.wblivesurf.com/reports/page/177/","01.01.2019","Swell Size: Knee High Shorebreak","3:51 PM / BY: surfreports","Water Surface: Clean","null","null","null","null","null"
"1610738076-5547","https://www.wblivesurf.com/reports/page/318/","08.02.2016","Swell Size: Thigh+","12:38 PM / BY: sageisland","Water Surface: Semi clean/Slight sideshore texture","ratingCell","null","null","null","null"
"1610737130-546","https://www.wblivesurf.com/reports/page/630/","11.08.2007","Swell Size: Knee High","4:09 PM / BY: sageisland","Water Surface: Glassy","ratingCell half","null","null","null","null"
"1610737878-4524","https://www.wblivesurf.com/reports/page/382/","03.28.2015","Swell Size: Shin/Knee/Occ. Thigh","10:03 AM / BY: sageisland","Water Surface: Light Sideshore Chop","ratingCell","null","null","null","null"
"1610738060-5448","https://www.wblivesurf.com/reports/page/324/","06.16.2016","Swell Size: Knee/Occ. Thigh High","6:42 AM / BY: sageisland","Water Surface: Semi-Clean/Light Texture","ratingCell","null","null","null","null"
"1610738120-5698","https://www.wblivesurf.com/reports/page/308/","10.02.2016","Swell Size: Waist/Stomach/Occ Chest High","9:57 AM / BY: sageisland","Water Surface: Glassy","ratingCell","ratingCell","ratingCell","null","null"
"1610737427-1955","https://www.wblivesurf.com/reports/page/542/","11.01.2008","Swell Size: FLAT","10:13 AM / BY: sageisland","Water Surface: glassy","ratingCell half","null","null","null","null"
"1610738095-5557","https://www.wblivesurf.com/reports/page/317/","08.08.2016","Swell Size: Waist+","3:51 PM / BY: sageisland","Water Surface: Choppy","ratingCell","null","null","null","null"
"1610738939-8806","https://www.wblivesurf.com/reports/page/114/","09.13.2019","Swell Size: Knee/Thigh High","10:08 AM / BY: surfreports","Water Surface: Glassy","ratingCell half","null","null","null","null"
"1610737541-2542","https://www.wblivesurf.com/reports/page/505/","10.12.2009","Swell Size: Thigh/Waist/Occ. Bigger","9:52 AM / BY: sageisland","Water Surface: Light Bump/Semi Clean","ratingCell","null","null","null","null"
"1610738445-7052","https://www.wblivesurf.com/reports/page/224/","06.15.2018","Swell Size: Knee-Thigh High","12:55 PM / BY: surfreports","Water Surface: Light Texture","ratingCell","null","null","null","null"
"1610738405-6890","https://www.wblivesurf.com/reports/page/234/","05.06.2018","Swell Size: Waist/Stomach/Occ. Chest High","4:00 PM / BY: surfreports","Water Surface: Light Bump","ratingCell","ratingCell","ratingCell","null","null"
"1610739350-10438","https://www.wblivesurf.com/reports/page/12/","11.29.2020","Swell Size: Knee-Thigh High","3:12 PM / BY: surfreports","Water Surface: Choppy","ratingCell half","null","null","null","null"
"1610738024-5230","https://www.wblivesurf.com/reports/page/337/","03.04.2016","Swell Size: Thigh/Waist/Occ. Bigger","6:49 AM / BY: sageisland","Water Surface: Semi-Clean/Light Bump","ratingCell","ratingCell","null","null","null"
"1610738005-5128","https://www.wblivesurf.com/reports/page/344/","12.31.2015","Swell Size: Knee-Thigh High","10:00 AM / BY: sageisland","Water Surface: Light Bump","ratingCell","ratingCell half","null","null","null"
"1610738597-7556","https://www.wblivesurf.com/reports/page/192/","11.01.2018","Swell Size: Thigh-Waist High","4:00 PM / BY: surfreports","Water Surface: Bumpy","ratingCell","null","null","null","null"
"1610737764-3860","https://www.wblivesurf.com/reports/page/423/","07.04.2013","Swell Size: Thigh/Occ. Waist","3:43 PM / BY: sageisland","Water Surface: Choppy","ratingCell","ratingCell","null","null","null"
"1610738820-8342","https://www.wblivesurf.com/reports/page/143/","05.17.2019","Swell Size: Knee/Occ. Thigh High?","3:41 PM / BY: surfreports","Water Surface: Choppy","ratingCell half","null","null","null","null"
"1610737679-3361","https://www.wblivesurf.com/reports/page/454/","09.06.2012","Swell Size: Waist/Stomach/Occ. Bigger","4:20 PM / BY: sageisland","Water Surface: Choppy","ratingCell","null","null","null","null"
"1610739256-9999","https://www.wblivesurf.com/reports/page/39/","08.13.2020","Swell Size: Shin/Knee","6:23 AM / BY: surfreports","Water Surface: Pretty Clean/Light Texture","null","null","null","null","null"
"1610737269-1051","https://www.wblivesurf.com/reports/page/599/","03.15.2008","Swell Size: Knee High","7:22 AM / BY: sageisland","Water Surface: Glassy","ratingCell half","null","null","null","null"
"1610738597-7551","https://www.wblivesurf.com/reports/page/192/","11.03.2018","Swell Size: Thigh/Hip/Rare Waist","7:30 AM / BY: surfreports","Water Surface: Clean","ratingCell","ratingCell half","null","null","null"
"1610739276-10101","https://www.wblivesurf.com/reports/page/33/","09.04.2020","Swell Size: Thigh-Waist High","12:36 PM / BY: surfreports","Water Surface: Fairly Clean","ratingCell half","null","null","null","null"
"1610737488-2251","https://www.wblivesurf.com/reports/page/524/","04.06.2009","Swell Size: Waist/Stomach/Bigger Sets","12:48 PM / BY: sageisland","Water Surface: Crazy Hard Side-Offshore","ratingCell","null","null","null","null"
"1610737163-745","https://www.wblivesurf.com/reports/page/618/","12.28.2007","Swell Size: Knee/Thigh?","7:21 AM / BY: sageisland","Water Surface: Glassy","ratingCell half","null","null","null","null"
"1610738186-6079","https://www.wblivesurf.com/reports/page/284/","10.08.2017","Swell Size: Waist/Stomach/Occ. Chest","7:16 AM / BY: surfreports","Water Surface: Choppy","ratingCell","ratingCell","null","null","null"
"1610737573-2740","https://www.wblivesurf.com/reports/page/493/","03.13.2010","Swell Size: Stomach/Chest/Occ. Bigger","6:44 AM / BY: sageisland","Water Surface: Semi-Clean/Light Texture","ratingCell","ratingCell half","null","null","null"
"1610739080-9299","https://www.wblivesurf.com/reports/page/83/","01.18.2020","Swell Size: thigh to waist","10:04 AM / BY: surfreports","Water Surface: semi choppy","ratingCell half","null","null","null","null"
"1610737138-601","https://www.wblivesurf.com/reports/page/627/","11.16.2007","Swell Size: Shin/Knee/Rare Bigger","4:47 PM / BY: sageisland","Water Surface: Glassy","ratingCell half","null","null","null","null"
"1610737723-3625","https://www.wblivesurf.com/reports/page/438/","03.12.2013","Swell Size: Chest / Shoulder / Occ. Plus","10:06 AM / BY: sageisland","Water Surface: Choppy","ratingCell","ratingCell","ratingCell half","null","null"
"1610738282-6448","https://www.wblivesurf.com/reports/page/261/","01.21.2018","Swell Size: Shin/Knee High Shorebreak","10:52 AM / BY: surfreports","Water Surface: Clean","ratingCell half","null","null","null","null"
"1610738991-9029","https://www.wblivesurf.com/reports/page/100/","11.09.2019","Swell Size: Thigh-Stomach High","10:11 AM / BY: surfreports","Water Surface: Choppy","ratingCell","ratingCell half","null","null","null"
"1610737168-767","https://www.wblivesurf.com/reports/page/616/","01.11.2008","Swell Size: Waist/Occ. Bigger","1:14 PM / BY: sageisland","Water Surface: Choppy","ratingCell","ratingCell half","null","null","null"
"1610737657-3240","https://www.wblivesurf.com/reports/page/462/","05.22.2012","Swell Size: Stomach/Chest/O cc. Head","6:22 AM / BY: sageisland","Water Surface: Clean/Foggy","ratingCell","ratingCell","null","null","null"
"1610737318-1334","https://www.wblivesurf.com/reports/page/581/","05.21.2008","Swell Size: Knee/Thigh?","6:17 AM / BY: sageisland","Water Surface: Glassy","ratingCell half","null","null","null","null"
"1610738642-7718","https://www.wblivesurf.com/reports/page/182/","12.12.2018","Swell Size: knee/thigh","7:32 AM / BY: surfreports","Water Surface: clean","ratingCell half","null","null","null","null"
"1610737745-3756","https://www.wblivesurf.com/reports/page/430/","04.30.2013","Swell Size: Thigh/Waist/Occ. Bigger","3:39 PM / BY: sageisland","Water Surface: Light Bump/Chop","ratingCell","ratingCell","ratingCell half","null","null"
"1610738019-5198","https://www.wblivesurf.com/reports/page/339/","02.15.2016","Swell Size: Waist/Stomach/Occ. Bigger","3:23 PM / BY: sageisland","Water Surface: Clean","ratingCell","ratingCell","ratingCell half","null","null"
"1610737889-4583","https://www.wblivesurf.com/reports/page/378/","04.30.2015","Swell Size: Knee/Thigh/Occ, Waist?","4:36 PM / BY: sageisland","Water Surface: Semi-Clean","ratingCell","null","null","null","null"
"1610739091-9355","https://www.wblivesurf.com/reports/page/80/","01.28.2020","Swell Size: Flat/Shin High","10:04 AM / BY: surfreports","Water Surface: Light Bump","null","null","null","null","null"
"1610738597-7558","https://www.wblivesurf.com/reports/page/192/","11.01.2018","Swell Size: Thigh/Occ. Waist","10:07 AM / BY: surfreports","Water Surface: Clean","ratingCell","null","null","null","null"
"1610737264-1016","https://www.wblivesurf.com/reports/page/601/","03.09.2008","Swell Size: Shin/Knee/Bigger?","10:37 AM / BY: sageisland","Water Surface: Choppy","ratingCell half","null","null","null","null"
"1610738348-6693","https://www.wblivesurf.com/reports/page/246/","03.21.2018","Swell Size: Thigh/Waist/Occ. Stomach","7:29 AM / BY: surfreports","Water Surface: Clean","ratingCell","ratingCell","null","null","null"
"1610738035-5302","https://www.wblivesurf.com/reports/page/333/","04.15.2016","Swell Size: Waist/Stomach","12:26 PM / BY: sageisland","Water Surface: Choppy/Drifty","ratingCell","ratingCell half","null","null","null"
"1610737983-5026","https://www.wblivesurf.com/reports/page/350/","12.02.2015","Swell Size: Knee/Thigh","9:49 AM / BY: sageisland","Water Surface: Clean/Glassy","ratingCell","ratingCell half","null","null","null"
"1610737124-522","https://www.wblivesurf.com/reports/page/632/","11.02.2007","Swell Size: Chest/Head High","7:26 AM / BY: sageisland","Water Surface: Choppy/Drifty","ratingCell","ratingCell half","null","null","null"
"1610737723-3613","https://www.wblivesurf.com/reports/page/438/","03.16.2013","Swell Size: Knee/Occ. Thigh","12:37 PM / BY: sageisland","Water Surface: Light Texture/Sideshore","ratingCell","null","null","null","null"
"1610738245-6339","https://www.wblivesurf.com/reports/page/268/","12.22.2017","Swell Size: Waist High","12:25 PM / BY: surfreports","Water Surface: Glassy","ratingCell","ratingCell","null","null","null"
"1610738593-7541","https://www.wblivesurf.com/reports/page/193/","10.28.2018","Swell Size: Knee High","12:48 PM / BY: surfreports","Water Surface: Clean","ratingCell half","null","null","null","null"
